selection_rank,strategy_group,strategy,method_prefix,checkpoint,selected_episode,selected_x_value,selected_win_rate,selected_csv,selected_role,opponent,test_case,metric,tested_win_rate,landlord_win_rate,farmer_win_rate,games,landlord_wins,farmer_wins,landlord_method,landlord_up_method,landlord_down_method
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer2,farmer_win_rate,0.914,0.086,0.914,500,43,457,random,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,two_farmer,farmer_win_rate,0.94,0.06,0.94,500,30,470,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,landlord,landlord_win_rate,0.604,0.604,0.396,500,302,198,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,rlcard,rlcard
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer1,farmer_win_rate,0.49,0.51,0.49,500,255,245,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,rlcard
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer2,farmer_win_rate,0.53,0.47,0.53,500,235,265,rlcard,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.46,0.54,0.46,500,270,230,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,landlord,landlord_win_rate,0.946,0.946,0.054,500,473,27,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,random,random
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer1,farmer_win_rate,0.784,0.216,0.784,500,108,392,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,random
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer2,farmer_win_rate,0.876,0.124,0.876,500,62,438,random,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl
attention_dou#3,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,900000.0,42166400.0,0.618,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,two_farmer,farmer_win_rate,0.934,0.066,0.934,500,33,467,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/900000.pkl
