selection_rank,strategy_group,strategy,method_prefix,checkpoint,selected_episode,selected_x_value,selected_win_rate,selected_csv,selected_role,opponent,test_case,metric,tested_win_rate,landlord_win_rate,farmer_win_rate,games,landlord_wins,farmer_wins,landlord_method,landlord_up_method,landlord_down_method
approx_doufeature_td#2,approx_doufeature_td,td_1m,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m/500000.pkl,500000.0,,0.619,approx_doufeature_td_mc_1m_vs_rlcard_douzero_landlord.csv,landlord,random,two_farmer,farmer_win_rate,0.906,0.094,0.906,500,47,453,random,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m/500000.pkl,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m/500000.pkl
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,rlcard,landlord,landlord_win_rate,0.612,0.612,0.388,500,306,194,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,rlcard,rlcard
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,rlcard,farmer1,farmer_win_rate,0.546,0.454,0.546,500,227,273,rlcard,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,rlcard
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,rlcard,farmer2,farmer_win_rate,0.472,0.528,0.472,500,264,236,rlcard,rlcard,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.474,0.526,0.474,500,263,237,rlcard,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,random,landlord,landlord_win_rate,0.868,0.868,0.132,500,434,66,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,random,random
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,random,farmer1,farmer_win_rate,0.858,0.142,0.858,500,71,429,random,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,random
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,random,farmer2,farmer_win_rate,0.872,0.128,0.872,500,64,436,random,random,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl
approx_doufeature_td#3,approx_doufeature_td,td_1m_gamma,approx_doufeature,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,400000.0,,0.61,approx_doufeature_td_1m_gamma_vs_rlcard_douzero_landlord.csv,landlord,random,two_farmer,farmer_win_rate,0.926,0.074,0.926,500,37,463,random,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl,approx_doufeature:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_doufeature/approx_doufeature_logadp_td_1m_gamma/400000.pkl
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,rlcard,landlord,landlord_win_rate,0.716,0.716,0.284,500,358,142,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,rlcard,rlcard
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,rlcard,farmer1,farmer_win_rate,0.49,0.51,0.49,500,255,245,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,rlcard
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,rlcard,farmer2,farmer_win_rate,0.454,0.546,0.454,500,273,227,rlcard,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.17,0.83,0.17,500,415,85,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,random,landlord,landlord_win_rate,0.952,0.952,0.048,500,476,24,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,random,random
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,random,farmer1,farmer_win_rate,0.852,0.148,0.852,500,74,426,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,random
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,random,farmer2,farmer_win_rate,0.82,0.18,0.82,500,90,410,random,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#1,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,772500.0,,0.722,finetune_compare_landlord.csv,landlord,random,two_farmer,farmer_win_rate,0.878,0.122,0.878,500,61,439,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,rlcard,landlord,landlord_win_rate,0.72,0.72,0.28,500,360,140,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,rlcard,rlcard
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,rlcard,farmer1,farmer_win_rate,0.494,0.506,0.494,500,253,247,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,rlcard
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,rlcard,farmer2,farmer_win_rate,0.444,0.556,0.444,500,278,222,rlcard,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.17,0.83,0.17,500,415,85,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,random,landlord,landlord_win_rate,0.952,0.952,0.048,500,476,24,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,random,random
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,random,farmer1,farmer_win_rate,0.858,0.142,0.858,500,71,429,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,random
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,random,farmer2,farmer_win_rate,0.818,0.182,0.818,500,91,409,random,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#2,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,755000.0,,0.719,finetune_compare_landlord.csv,landlord,random,two_farmer,farmer_win_rate,0.872,0.128,0.872,500,64,436,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/750000.pkl
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,rlcard,landlord,landlord_win_rate,0.268,0.268,0.732,500,134,366,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,rlcard,rlcard
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,rlcard,farmer1,farmer_win_rate,0.448,0.552,0.448,500,276,224,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,rlcard
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,rlcard,farmer2,farmer_win_rate,0.44,0.56,0.44,500,280,220,rlcard,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.03,0.97,0.03,500,485,15,rlcard,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,random,landlord,landlord_win_rate,0.654,0.654,0.346,500,327,173,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,random,random
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,random,farmer1,farmer_win_rate,0.75,0.25,0.75,500,125,375,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,random
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,random,farmer2,farmer_win_rate,0.738,0.262,0.738,500,131,369,random,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl
approxq_douzero#3,approxq_douzero,approxq,approxq,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,795000.0,,0.718,finetune_compare_landlord.csv,landlord,random,two_farmer,farmer_win_rate,0.632,0.368,0.632,500,184,316,random,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl,approxq:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/approx_qlearning_checkpoints/approx_qlearning/approxq_logadp_cmp_1m_history/800000.pkl
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,landlord,landlord_win_rate,0.624,0.624,0.376,500,312,188,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,rlcard,rlcard
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer1,farmer_win_rate,0.506,0.494,0.506,500,247,253,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,rlcard
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer2,farmer_win_rate,0.57,0.43,0.57,500,215,285,rlcard,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.476,0.524,0.476,500,262,238,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,landlord,landlord_win_rate,0.95,0.95,0.05,500,475,25,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,random,random
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer1,farmer_win_rate,0.82,0.18,0.82,500,90,410,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,random
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer2,farmer_win_rate,0.912,0.088,0.912,500,44,456,random,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl
attention_dou#1,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,950000.0,44300800.0,0.636,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,two_farmer,farmer_win_rate,0.948,0.052,0.948,500,26,474,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/950000.pkl
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,landlord,landlord_win_rate,0.628,0.628,0.372,500,314,186,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,rlcard,rlcard
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer1,farmer_win_rate,0.468,0.532,0.468,500,266,234,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,rlcard
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,farmer2,farmer_win_rate,0.556,0.444,0.556,500,222,278,rlcard,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,rlcard,two_farmer,farmer_win_rate,0.434,0.566,0.434,500,283,217,rlcard,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,landlord,landlord_win_rate,0.946,0.946,0.054,500,473,27,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,random,random
attention_dou#2,attention_dou,attention_dou,attention_dou,/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,1000000.0,46438400.0,0.634,attention_dou_vs_rlcard_douzero_landlord_frames.csv,landlord,random,farmer1,farmer_win_rate,0.776,0.224,0.776,500,112,388,random,attention_dou:/data/sea_disk0/qianlei/Codes/Fight-the-Landlord/attention_dou_checkpoints/attention_dou/attention_dou_logadp_mc_adv_buffer_1m_fast/1000000.pkl,random
