version,lr_label,alpha,run,feature,category,rows,updates,abs_delta_w_sum,sign_flips,flips_per_1k_updates,abs_delta_w_per_update,relative_jitter,mean_abs_contribution,mean_avg_abs_td_x_feature,mean_activation_rate,instability_score,importance_score
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_mid_cards_ratio,other_compact_base,60,2319259.0,8240.326521967352,25049.0,10.800432379479824,0.0035529996960095237,0.999980462128609,0.02637174102240373,0.05950179621995532,0.8794080550200213,17.872977269087542,0.08587353724235905
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_group_mid_8_to_k,other_compact_base,60,2319259.0,8240.326521967352,25049.0,10.800432379479824,0.0035529996960095237,0.999980462128609,0.02637174102240373,0.05950179621995532,0.8794080550200213,17.872977269087542,0.08587353724235905
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,last_move_action_raises_rank,old_rank_last_move,60,2319259.0,9544.60267903422,32420.0,13.978602648518342,0.004115367313022918,0.9999678572711238,0.016048329181395714,0.0685250169769191,0.16328467799802157,19.706486945141492,0.08457334615831481
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_landlord_left_le_1,farmer_role_specialized,60,2319259.0,8084.3227885577735,8434.0,3.636506315163593,0.003485735223430317,0.999944753523618,0.019331551012907844,0.05891841332253516,0.06367872830440205,14.939785284731936,0.07824996433544301
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_jokers_ratio,other_compact_base,60,2319259.0,7565.931694802024,16029.0,6.911259156480583,0.003262219396282185,0.9999960671720799,0.023591237170779555,0.05442015112081278,0.3203459886196441,16.026683730595217,0.07801138829159233
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_group_joker,other_compact_base,60,2319259.0,7565.931694802024,16029.0,6.911259156480583,0.003262219396282185,0.9999960671720799,0.023591237170779555,0.05442015112081278,0.3203459886196441,16.026683730595217,0.07801138829159233
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,action_uses_low_card,action_context,60,2319259.0,7667.9861637442855,17795.0,7.672709257568904,0.003306222445938244,0.9999996755440481,0.019418348557440797,0.05514002719630947,0.13697246159790671,16.375302904406286,0.07455837575375027
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_control_advantage,farmer_role_specialized,60,2319259.0,7940.327506191099,26903.0,11.599825633963261,0.003423648461077913,0.9999693932008028,0.01387871483035243,0.057914563878004685,0.5610729637156402,18.063272646671248,0.07179327870835711
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,control_cards_after_action,control_bomb,60,2319259.0,6865.581843503088,17535.0,7.560604486174248,0.002960248011758535,0.9999749069487214,0.021341031652193646,0.04949497263893981,0.6772886980573234,15.984238875715448,0.07083600429113346
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,last_move_cards,old_rank_last_move,60,2319259.0,3561.5419739676568,187.0,0.08062920096461844,0.0015356378800158398,0.9995791711295652,0.0424610379062336,0.02572675840332461,0.7332498230201477,11.56368127169734,0.06818779630955821
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_high_cards_ratio,other_compact_base,60,2319259.0,7987.025449542049,39918.0,17.211531786661173,0.003443783315939293,0.9999757158591858,0.00983570102918582,0.05756509550601943,0.6646984027590392,20.32815318919562,0.06740079653520525
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_group_ace_2,other_compact_base,60,2319259.0,7987.025449542049,39918.0,17.211531786661173,0.003443783315939293,0.9999757158591858,0.00983570102918582,0.05756509550601943,0.6646984027590392,20.32815318919562,0.06740079653520525
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,my_group_control_a_2_joker,control_bomb,60,2319259.0,7902.728709508463,41327.0,17.819053413180676,0.003407436905282447,0.999979611617026,0.009885933442490058,0.05693610778629941,0.7215808373863841,20.534854386724973,0.06682204122878946
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,hand_control,hand_structure,60,2319259.0,7902.728709508463,41327.0,17.819053413180676,0.003407436905282447,0.999979611617026,0.009885933442490058,0.05693610778629941,0.7215808373863841,20.534854386724973,0.06682204122878946
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,action_uses_control_card,action_context,60,2319259.0,7648.1842291307885,23115.0,9.966545349182649,0.00329768440227279,0.9999870205648689,0.011727265678209288,0.05486554674426063,0.12728428019711588,17.28417274759454,0.06659281242246992
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_teammate_about_to_win,farmer_role_specialized,60,2319259.0,7522.578644628976,20525.0,8.8498093572128,0.003243526766363298,0.9999969356067,0.00795425841457913,0.05489408603774937,0.0674626050468114,16.78341986531542,0.0628483444523285
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_teammate_left_le_2,farmer_role_specialized,60,2319259.0,7522.578644628976,20525.0,8.8498093572128,0.003243526766363298,0.9999969356067,0.00795425841457913,0.05489408603774937,0.0674626050468114,16.78341986531542,0.0628483444523285
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,teammate_danger,other_compact_base,60,2319259.0,7522.578644628976,20525.0,8.8498093572128,0.003243526766363298,0.9999969356067,0.00795425841457913,0.05489408603774937,0.0674626050468114,16.78341986531542,0.0628483444523285
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,landlord_enemy_min_left_le_3,landlord_specialized,60,2319259.0,6217.299321221081,9896.0,4.266880068159701,0.0026807266119140125,0.9999721217670585,0.017164477742795434,0.043459997997111754,0.08265025379627695,14.387199856848477,0.06062447573990719
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,down_follow_landlord_pressure,farmer_role_specialized,60,2319259.0,7253.099083643279,23518.0,10.140307744844366,0.003127334671825475,0.9999882406354728,0.00668925151522195,0.0524393983916158,0.07538722032395583,17.183340176117948,0.05912864990683775
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,down_after_landlord_action_is_pass,farmer_role_specialized,60,2319259.0,6082.193141614725,25532.0,11.008688550955284,0.0026224725835341054,0.9999935820845152,0.008328833471998606,0.04398066574088323,0.11498831082449404,17.025883824761372,0.05230949921288184
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,up_before_landlord_action_is_pass,farmer_role_specialized,60,2319259.0,5065.131994855642,18156.0,7.828362420928409,0.0021839440937194347,0.9999804732961527,0.00990048604857255,0.03724976827127534,0.08811523772531864,15.315093795052325,0.04715025431984789
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,action_finish,action_context,60,2319259.0,4673.273748548291,528.0,0.22765892037068738,0.0020149857124832937,0.9995406154313117,0.013118968094679299,0.0334032700100288,0.021393512633555482,12.101455434944684,0.046522238104708104
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,landlord_enemy_min_left_le_2,landlord_specialized,60,2319259.0,5146.0077974339265,8162.0,3.5192274773968752,0.0022188154912555808,0.9999286552783169,0.009168239297878607,0.035971052143643,0.061570483608177545,13.6257930349975,0.0451392914415216
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,action_type_2,action_context,60,2319259.0,4560.665475396697,15196.0,6.5520927158200095,0.001966432155872499,0.9998166349789279,0.01061753268962623,0.03278619349396135,0.09507860819809277,14.585435591989782,0.04340372618358758
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_action_blocks_landlord,farmer_role_specialized,60,2319259.0,4549.290153610494,20452.0,8.818333786782762,0.0019615274333787186,0.9999502694108914,0.005128324820820265,0.033081378824189905,0.07343015921752422,15.488363642200737,0.03820970364501017
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,farmer_teammate_left_le_1,farmer_role_specialized,60,2319259.0,4237.129670373684,5933.0,2.5581446487865307,0.001826932511795226,0.9998302786164299,0.006141093908021049,0.030918030616571876,0.02720249612173066,12.848493157474136,0.037059124524592923
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,bomb_num,control_bomb,60,2319259.0,1896.2767663898312,1709.0,0.7368732858210316,0.0008176218207581953,0.9994794697615433,0.015647555941908618,0.013661765849955824,0.2827565002446525,11.10716583270204,0.02930932179186444
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,landlord_enemy_min_left_le_1,landlord_specialized,60,2319259.0,2928.1924722643316,2812.0,1.212456219852979,0.0012625551834721054,0.999736745706211,0.008612058939133992,0.020460324585224322,0.025887019873224622,11.744905128475407,0.029072383524358314
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,teammate_danger_pass,other_compact_base,60,2319259.0,3223.3587921516914,3471.0,1.4965986981186665,0.001389822694296623,0.9998260276285754,0.0050216749928365546,0.023544835988428988,0.020001685063297612,11.986722449829843,0.028566510981265544
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,landlord_control_advantage,landlord_specialized,60,2319259.0,2984.4099738546347,10533.0,4.54153675807661,0.0012867946071804118,0.9999822261180117,0.007024509265166328,0.020863938514887593,0.2751706845429864,13.103231571591174,0.02788844778005392
trimmed,10x,0.06,better_approxq_logadp_finetune_50k_time_equal_lr_10x,up_should_block_landlord,farmer_role_specialized,60,2319259.0,2692.617889879412,3104.0,1.3383585015731319,0.0011609819730695934,0.9997854941385522,0.007436454949388867,0.01979563447919713,0.033652185229295285,11.69418031508437,0.027232089428585998
