version,lr_label,alpha,run,category,rows,updates,abs_delta_w_sum,sign_flips,flips_per_1k_updates,abs_delta_w_per_update,relative_jitter,mean_abs_contribution,mean_avg_abs_td_x_feature,mean_activation_rate
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_unseen,900,31262955.0,11915.089655656899,44253.0,1.4155091865116398,0.0003811248698549737,0.999947175235285,0.02524155214548627,0.06344776666722916,0.619609368651522
full,1x,0.006,better_approxq_full_50k_lr_1x,cards_left,480,16673576.0,8604.389687534202,19167.0,1.149543445269329,0.000516049447792975,0.9998717962067274,0.04467092420884818,0.08618208615158275,0.9553641507658416
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_played_landlord_down,900,31262955.0,8572.07265253088,46994.0,1.5031848396928569,0.0002741926555736935,0.9999982408695841,0.008568858895808568,0.04571623473817332,0.35575235067632194
full,1x,0.006,better_approxq_full_50k_lr_1x,farmer_role_specialized,1200,41683940.0,8399.112615780978,23490.0,0.5635263845020408,0.0002014951709406783,0.9999381750073187,0.008730094679412239,0.034129297423979986,0.11499742571762307
full,1x,0.006,better_approxq_full_50k_lr_1x,position_identity,300,10420985.0,8236.634596731472,37398.0,3.588720260128961,0.0007903892575156256,0.999958468006438,0.02245170780767997,0.13230408775710575,0.5333333333333333
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_last_move,1380,47936531.0,7859.438878399108,61373.0,1.2802970661352195,0.00016395510301734408,0.9996756374947732,0.008140041001857588,0.027330292521255278,0.21589191952213524
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_played_landlord_up,900,31262955.0,7697.122850092436,44720.0,1.4304469938942113,0.00024620586409993667,0.9999232220517357,0.0076335568640344175,0.041024551272953035,0.3119650535090595
full,1x,0.006,better_approxq_full_50k_lr_1x,other_compact_base,1260,43768137.0,6588.786153296049,4324.0,0.09879332995142105,0.00015053841915400805,0.9989099813461214,0.012231495503073609,0.025118144969525916,0.33805837975633685
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_my_hand,900,31262955.0,6269.555202441771,24153.0,0.7725757210090985,0.00020054262952564052,0.999735681329652,0.015942337181774586,0.03352065707066965,0.41341883340226987
full,1x,0.006,better_approxq_full_50k_lr_1x,last_move_context,240,8336788.0,3846.8571753972037,30788.0,3.693029017890343,0.00046143156997601516,0.9999392600819412,0.012768991917726367,0.07688431026370326,0.3077658144166321
full,1x,0.006,better_approxq_full_50k_lr_1x,control_bomb,600,20841970.0,3350.4615143942538,1022.0,0.04903567177191023,0.00016075550988674554,0.9998167303136698,0.011658721943972604,0.026791341366870742,0.3710504183530516
full,1x,0.006,better_approxq_full_50k_lr_1x,hand_structure,360,12505182.0,2122.320934599015,1381.0,0.11043421839042407,0.0001697153175858628,0.9984415259371646,0.05157237060990428,0.028364183595496337,0.6318769973362687
full,1x,0.006,better_approxq_full_50k_lr_1x,landlord_specialized,540,18757773.0,1905.4047641835566,718.0,0.03827746502743156,0.0001015794766352891,0.9999844340141624,0.007932228301641385,0.016393449504026516,0.061462351142752704
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_last_two_moves,1800,62525910.0,1545.6737186079004,9965.0,0.15937392994360258,2.472053135424819e-05,0.9997451171830621,0.00093423881492557,0.00413094688853472,0.048583530078301275
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_action_counts,1560,54189122.0,1090.6684775528686,4255.0,0.07852129436605376,2.01270741672631e-05,0.998689132703733,0.0018219174034930473,0.0033363816619362643,0.03865173619485379
full,1x,0.006,better_approxq_full_50k_lr_1x,old_rank_landlord_bottom,960,33347152.0,757.9497554870293,2701.0,0.08099642212324458,2.272907010130968e-05,0.9988950200051941,0.001938332317661945,0.003783785422990043,0.06935714180064248
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_total_played,900,30888915.0,3155.031848913803,40662.0,1.3163945706736542,0.00010214123250731867,0.9998626848776786,0.013791587601240173,0.17074036671979093,0.7949689272451538
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,rank_summary,720,24711132.0,1722.845592055726,18591.0,0.7523329971285816,6.971941196606153e-05,0.9998551913910277,0.014642627605637485,0.11650193462648581,0.7754621660953575
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,new_grouped_rank_summary,840,28829654.0,1449.381866782703,18351.0,0.6365320929623366,5.0273994505196034e-05,0.9993004310124017,0.009378633732209539,0.08401616689405746,0.6345134819974344
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,action_context,1080,37066698.0,1372.7319941130372,10876.0,0.2934170181546789,3.703410522601817e-05,0.9974486669254476,0.010304244512336231,0.061886095566488115,0.3126876347161427
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_played_landlord,900,30888915.0,1315.6975052642388,7496.0,0.24267605385297605,4.25944875455884e-05,0.9992041356985917,0.016749026505687287,0.07121869982351413,0.5627780569798321
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_unseen,900,30888915.0,1137.2614583488635,3661.0,0.11852148254478993,3.681778587395716e-05,0.9990464822505232,0.01982965639192167,0.06148565672761922,0.6086322658268458
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_played_landlord_down,900,30888915.0,985.1913161601162,10757.0,0.34824790705662534,3.189465593596008e-05,0.9994071036226728,0.005852092693484842,0.053340232966673326,0.3726292067102916
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,farmer_role_specialized,1200,41185220.0,920.150817154849,1786.0,0.0433650712561448,2.234177253769311e-05,0.999427991159233,0.012946749786101835,0.037916127644381035,0.12184679633899168
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,position_identity,300,10296305.0,866.985408481709,772.0,0.07497835388520445,8.420354763011673e-05,0.9995640650608181,0.02550384079416593,0.1413296501248414,0.5333333333333333
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_played_landlord_up,900,30888915.0,854.1830949579103,7560.0,0.24474799454755858,2.7653386172933245e-05,0.9989508156221634,0.005738439027692019,0.04618143392960369,0.31225123230581675
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,cards_left,480,16474088.0,832.5813080455034,2468.0,0.14981102444032107,5.053884063539684e-05,0.99929844801758,0.03682705841584074,0.0846492530148396,0.9553158800612326
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_last_move,1380,47363003.0,825.9693462724301,8773.0,0.1852289644725441,1.7439125350063425e-05,0.9966453526126838,0.005037346580076291,0.029169464616576646,0.21818852710296693
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,other_compact_base,1260,43244481.0,682.7200978835295,723.0,0.016718896452936966,1.5787450377391038e-05,0.9931456780811653,0.010990490980430602,0.026433294416429883,0.3426370860774164
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,old_rank_my_hand,900,30888915.0,598.9509370443859,2494.0,0.08074093894201205,1.939048157063419e-05,0.9990234079893995,0.011313589458905718,0.03252279071193292,0.4121596742155923
full,1e-1,0.0006,better_approxq_full_50k_lr_1e-1,last_move_context,240,8237044.0,402.8922283533775,2905.0,0.3526750615876278,4.8912234577522895e-05,0.9993540653941322,0.013447281860847102,0.08175478118739878,0.30747239862721665
